ISBN,title,author,year,publisher,image,content
0345334019,Escape the Night,Richard North Patterson,1995,Ballantine Books,http://images.amazon.com/images/P/0345334019.01.MZZZZZZZ.jpg,Escape the Night Richard North Patterson Ballantine Books
0553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,http://images.amazon.com/images/P/0553574663.01.MZZZZZZZ.jpg,The Grilling Season Diane Mott Davidson Bantam Books
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg,I Know Why the Caged Bird Sings MAYA ANGELOU Bantam
0425135721,McNally's Secret (Archy McNally Novels (Paperback)),Lawrence Sanders,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425135721.01.MZZZZZZZ.jpg,McNally's Secret (Archy McNally Novels (Paperback)) Lawrence Sanders Berkley Publishing Group
0553292722,Still Waters,TAMI HOAG,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg,Still Waters TAMI HOAG Bantam
0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books,http://images.amazon.com/images/P/0380721643.01.MZZZZZZZ.jpg,Track of the Cat (Anna Pigeon Mysteries (Paperback)) Nevada Barr Avon Books
0425183750,Blood Lure,Nevada Barr,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425183750.01.MZZZZZZZ.jpg,Blood Lure Nevada Barr Berkley Publishing Group
0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books,http://images.amazon.com/images/P/0345354621.01.MZZZZZZZ.jpg,The Terminal Man Michael Crichton Ballantine Books
0446391301,Geek Love,Katherine Dunn,1993,Warner Books,http://images.amazon.com/images/P/0446391301.01.MZZZZZZZ.jpg,Geek Love Katherine Dunn Warner Books
0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000,Dell,http://images.amazon.com/images/P/0440224705.01.MZZZZZZZ.jpg,Hard Time (V.I. Warshawski Novels (Paperback)) SARA PARETSKY Dell
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich St. Martin's Paperbacks
0345459202,Big Stone Gap,Adriana Trigiani,2003,Fawcett Books,http://images.amazon.com/images/P/0345459202.01.MZZZZZZZ.jpg,Big Stone Gap Adriana Trigiani Fawcett Books
0684800713,Sun Also Rises,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684800713.01.MZZZZZZZ.jpg,Sun Also Rises Ernest Hemingway Scribner
1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK),http://images.amazon.com/images/P/1400031346.01.MZZZZZZZ.jpg,The No. 1 Ladies' Detective Agency Alexander McCall Smith Anchor (UK)
0446612626,Reversible Errors,Scott Turow,2003,Warner Vision,http://images.amazon.com/images/P/0446612626.01.MZZZZZZZ.jpg,Reversible Errors Scott Turow Warner Vision
051511264X,Prime Witness,Steven Paul Martini,1994,Jove Books,http://images.amazon.com/images/P/051511264X.01.MZZZZZZZ.jpg,Prime Witness Steven Paul Martini Jove Books
0345389417,Servant of the Bones,Anne Rice,1998,Ballantine Books,http://images.amazon.com/images/P/0345389417.01.MZZZZZZZ.jpg,Servant of the Bones Anne Rice Ballantine Books
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.MZZZZZZZ.jpg,Debt of Honor (Jack Ryan Novels) Tom Clancy Berkley Publishing Group
0684853523,On Writing,Stephen King,2000,Scribner,http://images.amazon.com/images/P/0684853523.01.MZZZZZZZ.jpg,On Writing Stephen King Scribner
0446363669,The Doomsday Conspiracy,Sidney Sheldon,1992,Warner Books,http://images.amazon.com/images/P/0446363669.01.MZZZZZZZ.jpg,The Doomsday Conspiracy Sidney Sheldon Warner Books
0452283442,The Darwin Awards: Evolution in Action,Wendy Northcutt,2002,Plume Books,http://images.amazon.com/images/P/0452283442.01.MZZZZZZZ.jpg,The Darwin Awards: Evolution in Action Wendy Northcutt Plume Books
0345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,Ballantine Books,http://images.amazon.com/images/P/0345404319.01.MZZZZZZZ.jpg,Taltos: Lives of the Mayfair Witches Anne Rice Ballantine Books
0451168615,Skeleton Crew,Stephen King,1986,Signet Book,http://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg,Skeleton Crew Stephen King Signet Book
1853260010,Wuthering Heights (Wordsworth Classics),Emily Bronte,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260010.01.MZZZZZZZ.jpg,Wuthering Heights (Wordsworth Classics) Emily Bronte NTC/Contemporary Publishing Company
0553560735,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam,http://images.amazon.com/images/P/0553560735.01.MZZZZZZZ.jpg,Red Mars (Mars Trilogy) Kim Stanley Robinson Bantam
0553106651,Seize the Night,DEAN KOONTZ,1998,Bantam,http://images.amazon.com/images/P/0553106651.01.MZZZZZZZ.jpg,Seize the Night DEAN KOONTZ Bantam
0684853507,BAG OF BONES : A NOVEL,Stephen King,1998,Scribner,http://images.amazon.com/images/P/0684853507.01.MZZZZZZZ.jpg,BAG OF BONES : A NOVEL Stephen King Scribner
0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA,http://images.amazon.com/images/P/0670865796.01.MZZZZZZZ.jpg,The Deep End of the Ocean (Oprah's Book Club (Hardcover)) Jacquelyn Mitchard Penguin USA
0316603570,3rd Degree,James Patterson,2004,"Little, Brown",http://images.amazon.com/images/P/0316603570.01.MZZZZZZZ.jpg,"3rd Degree James Patterson Little, Brown"
0312289723,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,St. Martin's Press,http://images.amazon.com/images/P/0312289723.01.MZZZZZZZ.jpg,Ten Big Ones: A Stephanie Plum Novel Janet Evanovich St. Martin's Press
0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,Q Is for Quarry Sue Grafton Berkley Publishing Group
0380792745,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,Perennial,http://images.amazon.com/images/P/0380792745.01.MZZZZZZZ.jpg,The Lust Lizard of Melancholy Cove Christopher Moore Perennial
0375412530,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf,http://images.amazon.com/images/P/0375412530.01.MZZZZZZZ.jpg,Back When We Were Grownups: A Novel ANNE TYLER Knopf
0553569031,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994,Bantam,http://images.amazon.com/images/P/0553569031.01.MZZZZZZZ.jpg,Gone But Not Forgotten PHILLIP M. MARGOLIN Bantam
0804114609,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books,http://images.amazon.com/images/P/0804114609.01.MZZZZZZZ.jpg,Patty Jane's House of Curl Lorna Landvik Ivy Books
0345438825,Angry Housewives Eating Bon Bons,LORNA LANDVIK,2003,Ballantine Books,http://images.amazon.com/images/P/0345438825.01.MZZZZZZZ.jpg,Angry Housewives Eating Bon Bons LORNA LANDVIK Ballantine Books
0670894508,Cause Celeb,Helen Fielding,2001,Viking Books,http://images.amazon.com/images/P/0670894508.01.MZZZZZZZ.jpg,Cause Celeb Helen Fielding Viking Books
0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers,http://images.amazon.com/images/P/0385729340.01.MZZZZZZZ.jpg,The Second Summer of the Sisterhood ANN BRASHARES Delacorte Books for Young Readers
0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company,http://images.amazon.com/images/P/0517122707.01.MZZZZZZZ.jpg,A Confederacy of Dunces John Kennedy Toole Outlet Books Company
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,Full Tilt (Janet Evanovich's Full Series) Janet Evanovich St. Martin's Paperbacks
0451205626,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods,2002,Signet Book,http://images.amazon.com/images/P/0451205626.01.MZZZZZZZ.jpg,Cold Paradise (Stone Barrington Novels (Paperback)) Stuart Woods Signet Book
0449223043,Guardian,John Saul,1995,Fawcett Books,http://images.amazon.com/images/P/0449223043.01.MZZZZZZZ.jpg,Guardian John Saul Fawcett Books
0553284118,Creature,John Saul,1990,Bantam Books,http://images.amazon.com/images/P/0553284118.01.MZZZZZZZ.jpg,Creature John Saul Bantam Books
0345423135,The Magic Circle,Katherine Neville,1999,Ballantine Books,http://images.amazon.com/images/P/0345423135.01.MZZZZZZZ.jpg,The Magic Circle Katherine Neville Ballantine Books
0891073906,This Present Darkness,Frank E. Peretti,1986,Crossway Books,http://images.amazon.com/images/P/0891073906.01.MZZZZZZZ.jpg,This Present Darkness Frank E. Peretti Crossway Books
0380728133,Bloodsucking Fiends: A Love Story,Christopher Moore,1996,Perennial,http://images.amazon.com/images/P/0380728133.01.MZZZZZZZ.jpg,Bloodsucking Fiends: A Love Story Christopher Moore Perennial
0449003981,A Patchwork Planet (Ballantine Reader's Circle),Anne Tyler,1999,Ballantine Books,http://images.amazon.com/images/P/0449003981.01.MZZZZZZZ.jpg,A Patchwork Planet (Ballantine Reader's Circle) Anne Tyler Ballantine Books
0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books,http://images.amazon.com/images/P/0345435168.01.MZZZZZZZ.jpg,Open House (Oprah's Book Club (Paperback)) Elizabeth Berg Ballantine Books
0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon,http://images.amazon.com/images/P/0380730847.01.MZZZZZZZ.jpg,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)) Faye Kellerman Avon
0345441265,The Ladies Auxiliary (Ballantine Reader's Circle),Tova Mirvis,2000,Ballantine Books,http://images.amazon.com/images/P/0345441265.01.MZZZZZZZ.jpg,The Ladies Auxiliary (Ballantine Reader's Circle) Tova Mirvis Ballantine Books
0440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,The Glass Lake Maeve Binchy Dell
0525947299,No Second  Chance,Harlan Coben,2003,Dutton Books,http://images.amazon.com/images/P/0525947299.01.MZZZZZZZ.jpg,No Second  Chance Harlan Coben Dutton Books
0671038443,The Devil's Teardrop,Jeffery Deaver,2000,Pocket,http://images.amazon.com/images/P/0671038443.01.MZZZZZZZ.jpg,The Devil's Teardrop Jeffery Deaver Pocket
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,The Horse Whisperer Nicholas Evans Dell
0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,"River, Cross My Heart Breena Clarke Little Brown &amp; Company"
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg,Girl in Hyacinth Blue Susan Vreeland Penguin Books
0441478123,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter,http://images.amazon.com/images/P/0441478123.01.MZZZZZZZ.jpg,The Left Hand of Darkness (Remembering Tomorrow) Ursula K. Le Guin ACE Charter
044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg,Catering to Nobody Diane Mott Davidson Fawcett Books
0553572040,Killer Pancake,Diane Mott Davidson,1996,Crimeline,http://images.amazon.com/images/P/0553572040.01.MZZZZZZZ.jpg,Killer Pancake Diane Mott Davidson Crimeline
0380814803,The Pursuit (Avon Historical Romance),Johanna Lindsey,2003,Avon,http://images.amazon.com/images/P/0380814803.01.MZZZZZZZ.jpg,The Pursuit (Avon Historical Romance) Johanna Lindsey Avon
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,http://images.amazon.com/images/P/0064472272.01.MZZZZZZZ.jpg,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson Louise Rennison HarperTempest"
0515128600,The Edge,Catherine Coulter,2000,Jove Books,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,The Edge Catherine Coulter Jove Books
0553583980,True Blue,Luanne Rice,2002,Bantam Books,http://images.amazon.com/images/P/0553583980.01.MZZZZZZZ.jpg,True Blue Luanne Rice Bantam Books
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg,Sea Swept (Quinn Brothers (Paperback)) Nora Roberts Jove Books
0312952716,A Simple Plan,Scott Smith,1994,St. Martin's Press,http://images.amazon.com/images/P/0312952716.01.MZZZZZZZ.jpg,A Simple Plan Scott Smith St. Martin's Press
0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147195.01.MZZZZZZZ.jpg,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)) Sue Grafton Putnam Publishing Group
0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,http://images.amazon.com/images/P/0312265840.01.MZZZZZZZ.jpg,Seven Up (A Stephanie Plum Novel) Janet Evanovich St. Martin's Press
0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206029.01.MZZZZZZZ.jpg,On the Street Where You Live : A Novel Mary Higgins Clark Simon &amp; Schuster
0380725827,Firestorm (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon,http://images.amazon.com/images/P/0380725827.01.MZZZZZZZ.jpg,Firestorm (Anna Pigeon Mysteries (Paperback)) Nevada Barr Avon
0684835959,YOU BELONG TO ME,Mary Higgins Clark,1998,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835959.01.MZZZZZZZ.jpg,YOU BELONG TO ME Mary Higgins Clark Simon &amp; Schuster
0786884592,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,2000,Hyperion,http://images.amazon.com/images/P/0786884592.01.MZZZZZZZ.jpg,"Life Strategies: Doing What Works, Doing What Matters Phillip C. McGraw Hyperion"
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion Anita Shreve Back Bay Books
0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,Hearts in Atlantis Stephen King Pocket
0440236738,Gone for Good,HARLAN COBEN,2003,Dell,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,Gone for Good HARLAN COBEN Dell
0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804105820.01.MZZZZZZZ.jpg,It Was on Fire When I Lay Down on It Robert Fulghum Ivy Books
0446604844,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,Total Control David Baldacci Warner Books
0380817691,Stalker: A Peter Decker and Rina Lazarus Novel,Faye Kellerman,2001,Avon,http://images.amazon.com/images/P/0380817691.01.MZZZZZZZ.jpg,Stalker: A Peter Decker and Rina Lazarus Novel Faye Kellerman Avon
0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,Dust to Dust TAMI HOAG Bantam
0684859734,Grave Secrets (Temperance Brennan Novel (Hardcover)),Kathy Reichs,2002,Scribner,http://images.amazon.com/images/P/0684859734.01.MZZZZZZZ.jpg,Grave Secrets (Temperance Brennan Novel (Hardcover)) Kathy Reichs Scribner
0451173139,Night over Water,Ken Follett,1992,Signet Book,http://images.amazon.com/images/P/0451173139.01.MZZZZZZZ.jpg,Night over Water Ken Follett Signet Book
0671038567,Body of Evidence,Patricia Cornwell,1999,Pocket,http://images.amazon.com/images/P/0671038567.01.MZZZZZZZ.jpg,Body of Evidence Patricia Cornwell Pocket
0553578316,Sticks &amp; Scones,Diane Mott Davidson,2002,Bantam Books,http://images.amazon.com/images/P/0553578316.01.MZZZZZZZ.jpg,Sticks &amp; Scones Diane Mott Davidson Bantam Books
0743225325,Good Harbor: A Novel,Anita Diamant,2001,Scribner,http://images.amazon.com/images/P/0743225325.01.MZZZZZZZ.jpg,Good Harbor: A Novel Anita Diamant Scribner
0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books,http://images.amazon.com/images/P/0446365386.01.MZZZZZZZ.jpg,Gone with the Wind Margaret Mitchell Warner Books
0446527017,Standoff,Sandra Brown,2000,Warner Books,http://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg,Standoff Sandra Brown Warner Books
0451161351,Cujo,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451161351.01.MZZZZZZZ.jpg,Cujo Stephen King Signet Book
0425100650,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425100650.01.MZZZZZZZ.jpg,Twilight Eyes Dean R. Koontz Berkley Publishing Group
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg,"Truly, Madly Manhattan Nora Roberts Silhouette"
0671047329,The Third Option,Vince Flynn,2001,Pocket Star,http://images.amazon.com/images/P/0671047329.01.MZZZZZZZ.jpg,The Third Option Vince Flynn Pocket Star
0515125628,The Target,Catherine Coulter,1999,Jove Books,http://images.amazon.com/images/P/0515125628.01.MZZZZZZZ.jpg,The Target Catherine Coulter Jove Books
055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/055357695X.01.MZZZZZZZ.jpg,Out of the Shadows (Shadows Trilogy (Paperback)) Kay Hooper Bantam Books
0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,http://images.amazon.com/images/P/0553572326.01.MZZZZZZZ.jpg,Survival of the Fittest: An Alex Delaware Novel Jonathan Kellerman Bantam
0140113428,The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA,http://images.amazon.com/images/P/0140113428.01.MZZZZZZZ.jpg,The Cat Who Came for Christmas Cleveland Amory Penguin USA
0553278398,Prelude to Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1989,Spectra,http://images.amazon.com/images/P/0553278398.01.MZZZZZZZ.jpg,Prelude to Foundation (Foundation Novels (Paperback)) ISAAC ASIMOV Spectra
0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books,http://images.amazon.com/images/P/0140177396.01.MZZZZZZZ.jpg,Of Mice and Men (Penguin Great Books of the 20th Century) John Steinbeck Penguin Books
0451186923,The Deep End of the Ocean,Jacquelyn Mitchard,1997,New Amer Library,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,The Deep End of the Ocean Jacquelyn Mitchard New Amer Library
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Bantam
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Bantam
0812570944,What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books,http://images.amazon.com/images/P/0812570944.01.MZZZZZZZ.jpg,What Dreams May Come : A Novel Richard Matheson Tor Books
0451176464,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,Gerald's Game Stephen King Signet Book
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,FORREST GUMP (Movie Tie in) Winston Groom Pocket
0451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,Rose Madder Stephen King Signet Book
0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345354613.01.MZZZZZZZ.jpg,Eaters of the Dead MICHAEL CRICHTON Ballantine Books
0140430725,"Pride and Prejudice (The Penguin English Library, El 72)",Jane Austen,1985,Penguin Books,http://images.amazon.com/images/P/0140430725.01.MZZZZZZZ.jpg,"Pride and Prejudice (The Penguin English Library, El 72) Jane Austen Penguin Books"
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,Neuromancer (Remembering Tomorrow) William Gibson Ace Books
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)) Tom Clancy Berkley Publishing Group
0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg,Last Chance Saloon Marian Keyes Avon
0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books,http://images.amazon.com/images/P/0671024094.01.MZZZZZZZ.jpg,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)) Jeffery Deaver Pocket Books
0345301110,Story of O,Pauline Reage,1989,Ballantine Books,http://images.amazon.com/images/P/0345301110.01.MZZZZZZZ.jpg,Story of O Pauline Reage Ballantine Books
044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,Drums of Autumn DIANA GABALDON Dell
0440217563,Voyager,DIANA GABALDON,1994,Dell,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,Voyager DIANA GABALDON Dell
014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,The Stone Diaries Carol Shields Penguin Books
0425141233,Winter Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425141233.01.MZZZZZZZ.jpg,Winter Prey John Sandford Berkley Publishing Group
0671016776,Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,Pocket,http://images.amazon.com/images/P/0671016776.01.MZZZZZZZ.jpg,Gravity : A Novel of Medical Suspense Tess Gerritsen Pocket
006001203X,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books,http://images.amazon.com/images/P/006001203X.01.MZZZZZZZ.jpg,Dr. Atkins' New Diet Revolution Robert C. Atkins Avon Books
0440207622,Daddy,DANIELLE STEEL,1990,Dell,http://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg,Daddy DANIELLE STEEL Dell
0671759329,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket,http://images.amazon.com/images/P/0671759329.01.MZZZZZZZ.jpg,Darkest Hour (Cutler) V.C. Andrews Pocket
0375506039,Open House,Elizabeth Berg,2000,Random House Trade,http://images.amazon.com/images/P/0375506039.01.MZZZZZZZ.jpg,Open House Elizabeth Berg Random House Trade
0345435028,What We Keep,Elizabeth Berg,2002,Ballantine Books,http://images.amazon.com/images/P/0345435028.01.MZZZZZZZ.jpg,What We Keep Elizabeth Berg Ballantine Books
0345453816,Killjoy,Julie Garwood,2003,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg,Killjoy Julie Garwood Ballantine Books
0553583956,Safe Harbor,Luanne Rice,2003,Bantam Books,http://images.amazon.com/images/P/0553583956.01.MZZZZZZZ.jpg,Safe Harbor Luanne Rice Bantam Books
0671729411,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729411.01.MZZZZZZZ.jpg,Flowers In The Attic (Dollanganger) V.C. Andrews Pocket
0553568701,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books,http://images.amazon.com/images/P/0553568701.01.MZZZZZZZ.jpg,Bad Love (Alex Delaware Novels (Paperback)) Jonathan Kellerman Bantam Books
0060083948,Tishomingo Blues,Elmore Leonard,2002,HarperTorch,http://images.amazon.com/images/P/0060083948.01.MZZZZZZZ.jpg,Tishomingo Blues Elmore Leonard HarperTorch
0316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316788228.01.MZZZZZZZ.jpg,"The Pilot's Wife Anita Shreve Little, Brown"
0140067779,Obasan,Joy Kogawa,1983,Penguin Books,http://images.amazon.com/images/P/0140067779.01.MZZZZZZZ.jpg,Obasan Joy Kogawa Penguin Books
0345345738,Women in His Life,Barbara Taylor Bradford,1994,Ballantine Books,http://images.amazon.com/images/P/0345345738.01.MZZZZZZZ.jpg,Women in His Life Barbara Taylor Bradford Ballantine Books
0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441172717.01.MZZZZZZZ.jpg,Dune (Remembering Tomorrow) Frank Herbert ACE Charter
0743246071,The Queen's Fool : A Novel,Philippa Gregory,2004,Touchstone,http://images.amazon.com/images/P/0743246071.01.MZZZZZZZ.jpg,The Queen's Fool : A Novel Philippa Gregory Touchstone
0743417682,From a Buick 8,Stephen King,2003,Pocket Books,http://images.amazon.com/images/P/0743417682.01.MZZZZZZZ.jpg,From a Buick 8 Stephen King Pocket Books
0385507593,Jennifer Government : A Novel,Max Barry,2003,Doubleday,http://images.amazon.com/images/P/0385507593.01.MZZZZZZZ.jpg,Jennifer Government : A Novel Max Barry Doubleday
0553278274,A Night to Remember,WALTER LORD,1997,Bantam,http://images.amazon.com/images/P/0553278274.01.MZZZZZZZ.jpg,A Night to Remember WALTER LORD Bantam
0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,A Thin Dark Line (Mysteries &amp; Horror) TAMI HOAG Bantam
014034294X,Matilda,Roald Dahl,1990,Puffin Books,http://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg,Matilda Roald Dahl Puffin Books
034538430X,TickTock,Dean R. Koontz,1997,Ballantine Books,http://images.amazon.com/images/P/034538430X.01.MZZZZZZZ.jpg,TickTock Dean R. Koontz Ballantine Books
0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,http://images.amazon.com/images/P/0553576801.01.MZZZZZZZ.jpg,The Perfect Husband LISA GARDNER Bantam
0553285785,Public Secrets,Nora Roberts,1990,Bantam,http://images.amazon.com/images/P/0553285785.01.MZZZZZZZ.jpg,Public Secrets Nora Roberts Bantam
0373484410,Time And Again,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484410.01.MZZZZZZZ.jpg,Time And Again Nora Roberts Silhouette
